episode_id,well_id,status,start_date,end_date,reason_code,is_rigless,workover_id,deferred_bbl,_ingested_at,_source_system,_source_file,_batch_id
EP-GK-035-006,GK-035,PRODUCING,2024-10-23,2025-03-19,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-035-007,GK-035,WAITING_ON_RIG,2025-03-20,2025-03-24,ROD_PART,False,,203.7,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-035-008,GK-035,UNDER_WORKOVER,2025-03-25,2025-03-25,ROD_PART,False,WO-GK-035-008,67.9,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-035-009,GK-035,PRODUCING,2025-03-26,2025-12-10,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-035-010,GK-035,WAITING_ON_RIG,2025-12-11,2025-12-15,ROD_PART,False,,203.7,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-035-011,GK-035,UNDER_WORKOVER,2025-12-16,2025-12-16,ROD_PART,False,WO-GK-035-011,67.9,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-035-012,GK-035,PRODUCING,2025-12-17,2026-08-29,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-035-013,GK-035,WAITING_ON_RIG,2026-08-30,,TUBING_LEAK,False,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-036-001,GK-036,WAITING_ON_RIG,2023-10-01,2023-09-30,SAND,False,,3495.5,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-036-002,GK-036,UNDER_WORKOVER,2023-10-01,2023-10-07,SAND,False,WO-GK-036-002,932.1,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-036-003,GK-036,PRODUCING,2023-10-08,2024-01-20,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-036-004,GK-036,WAITING_ON_RIG,2024-01-21,2024-02-17,OTHER,False,,3379.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-036-005,GK-036,UNDER_WORKOVER,2024-02-18,2024-02-26,OTHER,False,WO-GK-036-005,1165.2,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-036-006,GK-036,PRODUCING,2024-02-27,2024-09-01,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-036-007,GK-036,WAITING_ON_RIG,2024-09-02,2024-09-18,TUBING_LEAK,False,,2097.3,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-036-008,GK-036,UNDER_WORKOVER,2024-09-19,2024-09-23,TUBING_LEAK,False,WO-GK-036-008,699.1,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-036-009,GK-036,PRODUCING,2024-09-24,2025-06-13,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-036-010,GK-036,WAITING_ON_RIG,2025-06-14,2025-07-20,ROD_PART,False,,4427.7,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-036-011,GK-036,UNDER_WORKOVER,2025-07-21,2025-07-31,ROD_PART,False,WO-GK-036-011,1398.2,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-036-012,GK-036,PRODUCING,2025-08-01,2025-12-16,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-036-013,GK-036,WAITING_ON_RIG,2025-12-17,2026-02-03,SUDDEN_MECH,False,,5825.9,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-036-014,GK-036,UNDER_WORKOVER,2026-02-04,2026-02-19,SUDDEN_MECH,False,WO-GK-036-014,1980.8,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-036-015,GK-036,PRODUCING,2026-02-20,2026-08-05,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-036-016,GK-036,WAITING_ON_RIG,2026-08-06,2026-08-10,ROD_PART,False,,699.1,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-036-017,GK-036,UNDER_WORKOVER,2026-08-11,2026-08-11,ROD_PART,False,WO-GK-036-017,233.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-036-018,GK-036,PRODUCING,2026-08-12,,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-037-001,GK-037,PRODUCING,2023-10-01,2024-01-05,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-037-002,GK-037,WAITING_ON_RIG,2024-01-06,2024-03-29,SAND,False,,10195.8,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-037-003,GK-037,UNDER_WORKOVER,2024-03-30,2024-04-25,SAND,False,WO-GK-037-003,3358.6,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-037-004,GK-037,PRODUCING,2024-04-26,2024-09-04,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-037-005,GK-037,UNDER_WORKOVER,2024-09-05,2024-09-05,SCALE,True,WO-GK-037-005,239.9,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-037-006,GK-037,PRODUCING,2024-09-06,2025-01-27,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-037-007,GK-037,WAITING_ON_RIG,2025-01-28,2025-04-09,ROD_PART,False,,8756.4,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-037-008,GK-037,UNDER_WORKOVER,2025-04-10,2025-05-02,ROD_PART,False,WO-GK-037-008,2878.8,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-037-009,GK-037,PRODUCING,2025-05-03,2025-12-02,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-037-010,GK-037,UNDER_WORKOVER,2025-12-03,2025-12-04,WAX,True,WO-GK-037-010,359.9,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-037-011,GK-037,PRODUCING,2025-12-05,2026-05-16,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-037-012,GK-037,WAITING_ON_RIG,2026-05-17,2026-05-27,ROD_PART,False,,1439.4,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-037-013,GK-037,UNDER_WORKOVER,2026-05-28,2026-05-30,ROD_PART,False,WO-GK-037-013,479.8,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-037-014,GK-037,PRODUCING,2026-05-31,,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-038-001,GK-038,PRODUCING,2023-10-01,2024-02-03,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-038-002,GK-038,UNDER_WORKOVER,2024-02-04,2024-02-04,GL_HEADING,True,WO-GK-038-002,86.2,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-038-003,GK-038,PRODUCING,2024-02-05,2024-10-23,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-038-004,GK-038,WAITING_ON_RIG,2024-10-24,2024-11-05,GL_INJ_ANOMALY,False,,603.3,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-038-005,GK-038,UNDER_WORKOVER,2024-11-06,2024-11-09,GL_INJ_ANOMALY,False,WO-GK-038-005,215.5,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-038-006,GK-038,PRODUCING,2024-11-10,2025-04-01,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-038-007,GK-038,WAITING_ON_RIG,2025-04-02,2025-04-06,TUBING_LEAK,False,,258.6,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-038-008,GK-038,UNDER_WORKOVER,2025-04-07,2025-04-07,TUBING_LEAK,False,WO-GK-038-008,86.2,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-038-009,GK-038,PRODUCING,2025-04-08,2025-09-07,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-038-010,GK-038,WAITING_ON_RIG,2025-09-08,2025-09-16,GL_INJ_ANOMALY,False,,430.9,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-038-011,GK-038,UNDER_WORKOVER,2025-09-17,2025-09-19,GL_INJ_ANOMALY,False,WO-GK-038-011,172.4,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-038-012,GK-038,PRODUCING,2025-09-20,2026-04-13,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-038-013,GK-038,WAITING_ON_RIG,2026-04-14,2026-09-13,GL_LOADING,False,,6636.4,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-038-014,GK-038,UNDER_WORKOVER,2026-09-14,,GL_LOADING,False,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-039-001,GK-039,PRODUCING,2023-10-01,2024-01-21,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-039-002,GK-039,WAITING_ON_RIG,2024-01-22,2024-02-10,SAND,False,,1623.6,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-039-003,GK-039,UNDER_WORKOVER,2024-02-11,2024-02-16,SAND,False,WO-GK-039-003,541.2,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-039-004,GK-039,PRODUCING,2024-02-17,2024-08-14,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-039-005,GK-039,WAITING_ON_RIG,2024-08-15,2024-09-02,GL_INJ_ANOMALY,False,,1546.3,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-039-006,GK-039,UNDER_WORKOVER,2024-09-03,2024-09-08,GL_INJ_ANOMALY,False,WO-GK-039-006,541.2,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-039-007,GK-039,PRODUCING,2024-09-09,2025-01-17,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-039-008,GK-039,WAITING_ON_RIG,2025-01-18,2025-01-30,GL_INJ_ANOMALY,False,,1082.4,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-039-009,GK-039,UNDER_WORKOVER,2025-01-31,2025-02-02,GL_INJ_ANOMALY,False,WO-GK-039-009,309.3,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-039-010,GK-039,PRODUCING,2025-02-03,2025-05-16,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-039-011,GK-039,UNDER_WORKOVER,2025-05-17,2025-05-18,GL_HEADING,True,WO-GK-039-011,231.9,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-039-012,GK-039,PRODUCING,2025-05-19,2025-11-27,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-039-013,GK-039,WAITING_ON_RIG,2025-11-28,2026-01-18,GL_INJ_ANOMALY,False,,4097.6,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-039-014,GK-039,UNDER_WORKOVER,2026-01-19,2026-02-04,GL_INJ_ANOMALY,False,WO-GK-039-014,1391.6,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-039-015,GK-039,PRODUCING,2026-02-05,,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-040-001,GK-040,PRODUCING,2023-10-01,2024-07-19,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-040-002,GK-040,WAITING_ON_RIG,2024-07-20,2024-07-26,TUBING_LEAK,False,,405.1,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-040-003,GK-040,UNDER_WORKOVER,2024-07-27,2024-07-27,TUBING_LEAK,False,WO-GK-040-003,101.3,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-040-004,GK-040,PRODUCING,2024-07-28,2025-05-02,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-040-005,GK-040,WAITING_ON_RIG,2025-05-03,2025-05-21,TUBING_LEAK,False,,1012.7,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-040-006,GK-040,UNDER_WORKOVER,2025-05-22,2025-05-27,TUBING_LEAK,False,WO-GK-040-006,354.4,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-040-007,GK-040,PRODUCING,2025-05-28,2026-05-11,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-040-008,GK-040,WAITING_ON_RIG,2026-05-12,2026-07-19,SAND,False,,3544.3,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-040-009,GK-040,UNDER_WORKOVER,2026-07-20,2026-08-10,SAND,False,WO-GK-040-009,1164.6,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-040-010,GK-040,PRODUCING,2026-08-11,,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-001,GK-041,PRODUCING,2023-10-01,2024-02-18,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-002,GK-041,WAITING_ON_RIG,2024-02-19,2024-03-01,ROD_PART,False,,1246.1,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-003,GK-041,UNDER_WORKOVER,2024-03-02,2024-03-04,ROD_PART,False,WO-GK-041-003,383.4,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-004,GK-041,PRODUCING,2024-03-05,2024-08-09,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-005,GK-041,WAITING_ON_RIG,2024-08-10,2024-09-10,ROD_PART,False,,3163.2,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-006,GK-041,UNDER_WORKOVER,2024-09-11,2024-09-20,ROD_PART,False,WO-GK-041-006,1054.4,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-007,GK-041,PRODUCING,2024-09-21,2024-12-22,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-008,GK-041,UNDER_WORKOVER,2024-12-23,2024-12-23,WAX,True,WO-GK-041-008,191.7,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-009,GK-041,PRODUCING,2024-12-24,2025-05-13,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-010,GK-041,UNDER_WORKOVER,2025-05-14,2025-05-15,WAX,True,WO-GK-041-010,287.6,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-011,GK-041,PRODUCING,2025-05-16,2025-06-26,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-012,GK-041,WAITING_ON_RIG,2025-06-27,2025-07-05,OTHER,False,,958.5,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-013,GK-041,UNDER_WORKOVER,2025-07-06,2025-07-07,OTHER,False,WO-GK-041-013,287.6,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-014,GK-041,PRODUCING,2025-07-08,2025-09-04,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-015,GK-041,WAITING_ON_RIG,2025-09-05,2025-09-09,ROD_PART,False,,575.1,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-016,GK-041,UNDER_WORKOVER,2025-09-10,2025-09-10,ROD_PART,False,WO-GK-041-016,191.7,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-017,GK-041,PRODUCING,2025-09-11,2025-10-24,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-018,GK-041,WAITING_ON_RIG,2025-10-25,2025-10-29,WAX,False,,575.1,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-019,GK-041,UNDER_WORKOVER,2025-10-30,2025-10-30,WAX,False,WO-GK-041-019,191.7,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-020,GK-041,PRODUCING,2025-10-31,2026-02-13,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-021,GK-041,WAITING_ON_RIG,2026-02-14,2026-05-29,SAND,False,,10160.4,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-022,GK-041,UNDER_WORKOVER,2026-05-30,2026-07-03,SAND,False,WO-GK-041-022,3450.7,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-041-023,GK-041,PRODUCING,2026-07-04,,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-042-001,GK-042,PRODUCING,2023-10-01,2024-02-04,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-042-002,GK-042,UNDER_WORKOVER,2024-02-05,2024-02-05,SURFACE,True,WO-GK-042-002,247.6,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-042-003,GK-042,PRODUCING,2024-02-06,2024-05-20,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-042-004,GK-042,WAITING_ON_RIG,2024-05-21,2024-06-14,PUMP_WEAR,False,,3218.5,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
