well_id,field,asset,latitude,longitude,spud_date,completion_date,current_zone,perf_top_m,perf_bottom_m,total_depth_md_m,total_depth_tvd_m,max_dls_deg_30m,lift_type,plunger_diameter_in,stroke_length_in,pump_setting_depth_m,rod_string_grade,pump_type,casing_vented,tubing_size_in,casing_size_in,status,_ingested_at,_source_system,_source_file,_batch_id
GK-078,Geleki,Assam,26.917439,94.761225,1973-08-15,1973-11-07,Barail,3143.8,3173.1,3201.3,3147.9,,SRP,1.25,74.0,3009.1,K,INSERT,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-079,Geleki,Assam,26.99447,94.835744,1971-12-28,1972-06-20,Lakadong,4039.6,4063.2,4134.6,4081.5,,SRP,1.5,100.0,3898.0,D,INSERT,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-080,Geleki,Assam,26.929233,94.783085,1982-12-21,1983-04-25,Tipam,2773.8,2792.1,2840.0,2804.3,,SRP,1.25,54.0,2693.9,K,INSERT,False,2.875,7.0,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-081,Geleki,Assam,26.948647,94.792902,1996-03-09,1996-07-12,Tipam,2400.0,2423.3,2495.5,2425.0,,SRP,1.5,54.0,2361.9,D,INSERT,False,3.5,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-082,Geleki,Assam,26.933907,94.776389,1993-09-10,1994-02-01,Barail,3628.0,3670.9,3750.9,3638.5,,SRP,1.5,100.0,3586.7,K,TUBING,False,2.875,7.0,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-083,Geleki,Assam,26.964551,94.808866,1975-01-26,1975-06-27,Tipam,2400.0,2454.7,2537.8,2474.9,,GAS_LIFT,,,,,,False,3.5,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-084,Geleki,Assam,26.969861,94.798516,1977-07-02,1977-12-23,Barail,3569.7,3585.6,3601.8,3540.8,,SRP,1.5,64.0,3501.3,D,INSERT,False,3.5,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-085,Geleki,Assam,26.959099,94.822109,1970-10-02,1971-02-08,Barail,3454.3,3485.9,3543.5,3476.9,,SRP,1.5,64.0,3380.0,D,INSERT,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-086,Geleki,Assam,26.977057,94.833864,1972-09-30,1973-02-10,Barail,3008.8,3026.0,3057.9,2982.0,,SRP,1.25,64.0,2903.6,D,INSERT,False,3.5,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-087,Geleki,Assam,26.975486,94.825318,1985-07-17,1985-12-13,Barail,2900.0,2959.8,3040.3,2957.5,,SRP,1.25,74.0,2824.5,K,INSERT,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-088,Geleki,Assam,26.977142,94.825582,1982-06-24,1982-09-22,Tipam,2901.2,2932.5,2967.6,2907.8,,GAS_LIFT,,,,,,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-089,Geleki,Assam,26.973336,94.828441,1970-02-21,1970-05-28,Tipam,2707.4,2735.9,2792.7,2758.0,,SRP,1.5,86.0,2568.2,C,INSERT,False,2.875,5.5,IDLE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-090,Geleki,Assam,26.956865,94.809306,1982-01-24,1982-06-08,Tipam,2821.2,2842.6,2861.9,2779.7,,SRP,1.5,74.0,2672.8,C,INSERT,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-091,Geleki,Assam,26.955001,94.799228,1973-04-11,1973-06-17,Barail,3208.6,3260.6,3326.7,3294.1,,GAS_LIFT,,,,,,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-092,Geleki,Assam,26.978833,94.845811,1974-07-08,1974-10-14,Tipam,2888.9,2939.9,2974.8,2892.0,,SRP,1.25,74.0,2768.7,K,TUBING,False,2.875,7.0,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-093,Geleki,Assam,26.95963,94.8026,1980-02-15,1980-07-10,Tipam,2775.2,2819.7,2895.8,2864.3,,SRP,1.25,86.0,2671.7,K,TUBING,False,3.5,7.0,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-094,Geleki,Assam,26.983134,94.823608,1975-04-10,1975-10-04,Tipam,2635.7,2694.0,2728.8,2685.8,,SRP,1.5,64.0,2539.0,K,INSERT,False,3.5,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-095,Geleki,Assam,26.938153,94.786364,1995-05-10,1995-09-09,Tipam,2464.3,2488.4,2561.6,2499.4,,SRP,1.5,64.0,2411.7,K,INSERT,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-096,Geleki,Assam,26.991129,94.842539,1982-10-02,1983-01-17,Lakadong,3896.4,3948.5,3979.5,3959.2,,SRP,1.5,86.0,3759.8,C,INSERT,True,2.875,7.0,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-097,Geleki,Assam,26.929342,94.777583,1973-10-23,1974-02-12,Tipam,2935.2,2994.9,3012.8,2982.1,,SRP,1.5,86.0,2820.2,D,INSERT,False,3.5,7.0,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-098,Geleki,Assam,26.951494,94.801367,1990-04-30,1990-09-19,Lakadong,3857.2,3908.1,3929.8,3871.3,,SRP,1.5,54.0,3739.8,C,INSERT,True,2.875,7.0,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-099,Geleki,Assam,26.956831,94.818237,1978-10-31,1979-03-05,Tipam,2458.2,2488.0,2517.2,2492.3,,SRP,1.25,74.0,2337.4,D,INSERT,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-100,Geleki,Assam,26.952158,94.804138,1985-07-26,1985-09-26,Barail,3186.1,3221.1,3300.7,3231.2,,SRP,1.5,74.0,3093.5,D,TUBING,True,2.875,7.0,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-101,Geleki,Assam,26.975537,94.812376,1976-07-17,1976-11-18,Tipam,2618.7,2677.9,2723.8,2682.7,,SRP,1.25,64.0,2579.3,C,INSERT,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-102,Geleki,Assam,27.000728,94.834312,1982-03-25,1982-07-11,Tipam,2792.9,2816.7,2886.4,2817.5,,GAS_LIFT,,,,,,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-103,Geleki,Assam,26.976058,94.826356,1969-11-10,1970-04-03,Lakadong,4217.2,4251.7,4281.7,4240.4,,SRP,1.25,86.0,4166.3,D,TUBING,False,2.875,7.0,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-104,Geleki,Assam,26.950987,94.81219,1986-12-06,1987-05-20,Lakadong,4280.3,4306.2,4380.9,4259.6,,SRP,1.5,54.0,4246.4,D,INSERT,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-105,Geleki,Assam,26.955788,94.806049,1974-12-27,1975-06-20,Lakadong,3792.5,3817.3,3852.9,3809.1,,SRP,1.25,64.0,3644.2,C,INSERT,False,3.5,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-106,Geleki,Assam,26.975927,94.825254,1973-02-22,1973-07-05,Tipam,2764.1,2821.4,2866.6,2836.2,,SRP,1.25,64.0,2664.4,K,INSERT,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-107,Geleki,Assam,26.931441,94.777685,1985-04-20,1985-08-01,Tipam,2430.1,2461.3,2478.9,2456.5,,SRP,1.25,100.0,2317.3,D,INSERT,False,3.5,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-108,Geleki,Assam,26.991875,94.830074,1972-10-19,1973-02-09,Barail,3311.6,3361.2,3392.0,3297.2,,GAS_LIFT,,,,,,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-109,Geleki,Assam,26.952712,94.81254,1976-10-22,1977-01-11,Tipam,2953.8,3006.5,3038.6,3019.6,,GAS_LIFT,,,,,,False,3.5,7.0,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-110,Geleki,Assam,27.001848,94.853324,1985-05-20,1985-11-08,Barail,3569.5,3596.2,3657.6,3569.8,,SRP,1.5,54.0,3519.1,K,INSERT,False,3.5,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-111,Geleki,Assam,26.934197,94.769981,1994-12-17,1995-05-27,Barail,3295.7,3345.2,3430.6,3351.0,,SRP,1.5,100.0,3257.7,K,INSERT,False,3.5,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-112,Geleki,Assam,26.953135,94.799608,1973-11-29,1974-05-10,Barail,3543.5,3597.6,3652.2,3565.9,,SRP,1.5,100.0,3506.7,D,INSERT,False,2.875,7.0,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-113,Geleki,Assam,26.942835,94.795531,1981-05-09,1981-08-16,Lakadong,4040.9,4088.9,4125.5,4092.7,,SRP,1.25,86.0,3959.8,D,INSERT,True,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-114,Geleki,Assam,26.946946,94.801053,1975-06-26,1975-10-02,Barail,2927.0,2963.1,3016.0,2957.0,,SRP,1.5,100.0,2879.0,C,INSERT,True,3.5,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-115,Geleki,Assam,26.962305,94.792514,1997-08-29,1998-02-07,Tipam,2717.8,2767.6,2851.1,2819.3,,SRP,1.5,86.0,2608.0,D,INSERT,False,2.875,7.0,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-116,Geleki,Assam,26.955864,94.809003,1980-08-26,1980-12-29,Tipam,2846.5,2891.0,2945.2,2916.6,,SRP,1.25,74.0,2753.9,D,INSERT,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-117,Geleki,Assam,26.930241,94.780464,1988-01-31,1988-06-23,Barail,3397.1,3455.2,3524.3,3425.8,,SRP,1.25,54.0,3323.3,K,INSERT,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-118,Geleki,Assam,26.961021,94.826624,1971-02-23,1971-06-21,Barail,3700.0,3728.9,3791.8,3727.9,,SRP,1.25,86.0,3653.9,K,INSERT,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-119,Geleki,Assam,26.965159,94.80856,1976-01-07,1976-04-29,Tipam,2964.5,2981.0,3026.9,2945.5,,NATURAL,,,,,,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-120,Geleki,Assam,26.967822,94.81712,1981-01-03,1981-05-18,Tipam,2800.8,2850.6,2894.3,2808.9,,SRP,1.25,54.0,2769.8,K,TUBING,False,3.5,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-121,Geleki,Assam,26.958244,94.800689,1981-11-21,1982-04-27,Barail,3333.8,3360.3,3433.1,3387.0,,SRP,1.25,54.0,3214.0,D,TUBING,False,3.5,7.0,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-122,Geleki,Assam,26.97817,94.831603,1982-03-02,1982-06-10,Lakadong,4176.8,4220.4,4297.6,4273.5,,SRP,1.25,74.0,4145.5,K,INSERT,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-123,Geleki,Assam,26.922298,94.768838,1978-04-30,1978-10-04,Barail,2924.8,2971.0,3028.3,2975.6,,SRP,1.25,74.0,2879.9,D,TUBING,False,3.5,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-124,Geleki,Assam,26.946077,94.791284,1973-11-15,1974-02-12,Tipam,2634.9,2663.6,2743.5,2727.7,,SRP,1.25,100.0,2497.8,D,INSERT,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-125,Geleki,Assam,26.965133,94.813198,1981-02-06,1981-05-25,Tipam,2724.5,2781.9,2800.7,2734.2,,SRP,1.5,100.0,2654.9,D,TUBING,False,2.875,7.0,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-126,Geleki,Assam,26.945282,94.79496,1991-11-06,1992-04-23,Barail,3261.2,3314.8,3385.8,3293.9,,SRP,1.5,74.0,3166.7,C,INSERT,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-127,Geleki,Assam,27.007932,94.850704,1981-10-14,1982-04-06,Tipam,2525.2,2562.7,2636.1,2606.7,,GAS_LIFT,,,,,,False,2.875,7.0,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-128,Geleki,Assam,26.999251,94.841739,1979-12-08,1980-05-26,Barail,2900.0,2913.3,3000.2,2931.9,,SRP,1.5,100.0,2861.9,C,INSERT,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-129,Geleki,Assam,26.995715,94.829754,1976-05-04,1976-08-09,Tipam,3335.4,3383.1,3438.0,3379.9,,SRP,1.25,100.0,3293.8,K,INSERT,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-130,Geleki,Assam,26.960785,94.808275,1989-01-07,1989-06-17,Tipam,2668.4,2711.1,2741.2,2666.6,,SRP,1.5,86.0,2555.4,K,TUBING,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-131,Geleki,Assam,26.98629,94.837242,1985-12-11,1986-06-01,Tipam,2645.4,2674.2,2732.6,2709.3,,SRP,1.25,64.0,2545.1,D,TUBING,False,3.5,7.0,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-132,Geleki,Assam,26.952279,94.808258,1982-05-14,1982-11-07,Tipam,2567.7,2623.0,2707.1,2671.1,,GAS_LIFT,,,,,,False,3.5,7.0,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-133,Geleki,Assam,26.985513,94.840026,1981-03-11,1981-05-12,Lakadong,4069.8,4092.0,4113.8,4080.9,,GAS_LIFT,,,,,,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-134,Geleki,Assam,26.927052,94.774747,1969-11-06,1970-04-04,Barail,3134.3,3193.8,3214.4,3187.7,,GAS_LIFT,,,,,,False,3.5,7.0,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-135,Geleki,Assam,26.982751,94.836441,1976-12-15,1977-06-12,Tipam,2580.7,2620.6,2693.7,2637.7,,SRP,1.25,74.0,2471.0,K,TUBING,False,2.875,7.0,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-136,Geleki,Assam,26.977845,94.82985,1975-01-02,1975-06-02,Lakadong,3874.6,3917.2,3971.4,3880.8,,SRP,1.5,74.0,3820.3,D,INSERT,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-137,Geleki,Assam,26.975275,94.830389,1973-12-11,1974-03-08,Barail,3170.9,3199.5,3249.6,3219.6,,SRP,1.5,74.0,3092.4,D,INSERT,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-138,Geleki,Assam,26.978589,94.835508,1975-06-02,1975-10-31,Barail,3095.1,3119.6,3146.1,3111.0,,SRP,1.25,86.0,2988.1,D,INSERT,False,2.875,7.0,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-147,Geleki,Assam,26.939442,94.780696,1977-08-13,1977-10-24,Lakadong,4041.8,4069.6,4136.1,4026.9,,SRP,1.25,64.0,3999.7,D,TUBING,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-214,Geleki,Assam,26.926861,94.779484,1971-09-06,1972-01-01,Tipam,2646.1,2694.8,2732.9,2704.4,,SRP,1.25,54.0,2534.6,D,INSERT,False,2.875,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-141,Geleki,Assam,26.937373,94.790613,1970-12-09,1971-04-23,Tipam,2610.6,2666.3,2703.4,2651.4,,SRP,1.5,100.0,2492.5,D,INSERT,False,3.5,5.5,ACTIVE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
GK-142,Geleki,Assam,26.93417,94.790165,1980-05-10,1980-09-01,Barail,3574.8,3613.4,3675.0,3600.6,,SRP,1.5,74.0,3504.2,K,INSERT,False,2.875,5.5,IDLE,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_master.parquet,BATCH-GELEKI-20260923-V1
